AF-Q99720-F1-model_v6	AF-P01258-F1-model_v6	0.200	75	2.395E+01	0	2.524E-01	8.409E-02	1.270E-01	3.564E-01
AF-Q99720-F1-model_v6	AF-P01034-F1-model_v6	0.100	190	2.102E+01	0	1.262E-01	8.068E-02	1.181E-01	2.358E-01
AF-Q99720-F1-model_v6	AF-P02766-F1-model_v6	0.121	33	2.572E+01	0	2.916E-01	6.635E-02	9.287E-02	1.840E-01
AF-Q99720-F1-model_v6	AF-P0DOX8-F1-model_v6	0.123	97	1.905E+01	0	2.426E-01	1.153E-01	1.172E-01	1.860E-01
AF-Q99720-F1-model_v6	AF-P01236-F1-model_v6	0.133	30	2.299E+01	0	7.204E-01	1.272E-01	1.251E-01	3.826E-01
AF-Q99720-F1-model_v6	AF-P07858-F1-model_v6	0.142	21	2.650E+01	0	2.096E-01	5.125E-02	3.681E-02	7.852E-02
AF-Q99720-F1-model_v6	AF-P07339-F1-model_v6	0.064	186	2.650E+01	0	1.416E-01	8.717E-02	5.717E-02	1.166E-01
AF-Q99720-F1-model_v6	AF-P02533-F1-model_v6	0.060	33	2.572E+01	0	2.325E-01	4.406E-02	2.671E-02	1.447E-01
AF-Q99720-F1-model_v6	AF-Q15517-F1-model_v6	0.416	12	2.102E+01	0	3.805E-01	3.689E-02	1.676E-02	1.864E-01
AF-Q99720-F1-model_v6	AF-P13647-F1-model_v6	0.250	68	2.102E+01	0	3.447E-01	9.831E-02	3.984E-02	3.462E-01
AF-Q99720-F1-model_v6	AF-P05060-F1-model_v6	0.368	19	2.486E+01	0	1.592E-01	5.319E-02	2.108E-02	1.590E-01
AF-Q99720-F1-model_v6	AF-O75923-F1-model_v6	0.129	54	2.003E+01	0	4.226E-01	1.030E-01	1.468E-02	2.273E-01
AF-Q99720-F1-model_v6	AF-P02655-F1-model_v6	0.169	59	2.572E+01	-1	3.688E-01	9.606E-02	2.044E-01	3.715E-01
AF-Q99720-F1-model_v6	AF-P02743-F1-model_v6	0.106	141	2.859E+01	-1	1.794E-01	1.034E-01	1.034E-01	1.663E-01
AF-Q99720-F1-model_v6	AF-P27348-F1-model_v6	0.146	41	2.719E+01	-1	4.020E-01	1.211E-01	1.117E-01	3.196E-01
AF-Q99720-F1-model_v6	AF-O75056-F1-model_v6	0.205	39	2.719E+01	-1	2.524E-01	9.103E-02	5.406E-02	2.867E-01
AF-Q99720-F1-model_v6	AF-P05067-F1-model_v6	0.156	32	2.572E+01	-1	5.349E-01	1.073E-01	3.477E-02	3.052E-01
AF-Q99720-F1-model_v6	AF-P02656-F1-model_v6	0.222	36	2.777E+01	-2	5.599E-01	1.033E-01	2.217E-01	3.452E-01
AF-Q99720-F1-model_v6	AF-P0DOX6-F1-model_v6	0.130	107	2.913E+01	-2	2.203E-01	9.884E-02	4.580E-02	1.624E-01
AF-Q99720-F1-model_v6	AF-P04156-F1-model_v6	0.132	53	2.911E+01	-3	3.308E-01	1.159E-01	1.057E-01	2.892E-01
AF-Q99720-F1-model_v6	AF-A1E959-F1-model_v6	0.095	42	2.907E+01	-3	4.026E-01	6.926E-02	5.923E-02	2.795E-01
AF-Q99720-F1-model_v6	AF-P0DOX2-F1-model_v6	0.123	97	2.913E+01	-3	1.703E-01	7.554E-02	4.848E-02	1.696E-01
AF-Q99720-F1-model_v6	AF-P04279-F1-model_v6	0.193	31	2.883E+01	-3	3.705E-01	6.641E-02	3.891E-02	3.025E-01
AF-Q99720-F1-model_v6	AF-P0DOX4-F1-model_v6	0.086	104	2.913E+01	-3	2.027E-01	7.970E-02	4.018E-02	1.743E-01
AF-Q99720-F1-model_v6	AF-P10636-F1-model_v6	0.384	13	2.650E+01	-3	1.045E+00	5.825E-02	1.714E-02	5.800E-01
AF-Q99720-F1-model_v6	AF-P02647-F1-model_v6	0.160	56	2.907E+01	-4	3.702E-01	8.611E-02	7.385E-02	3.667E-01
AF-Q99720-F1-model_v6	AF-P02671-F1-model_v6	0.193	31	2.913E+01	-5	2.548E-01	6.634E-02	2.110E-02	1.767E-01
AF-Q99720-F1-model_v6	AF-P37840-F1-model_v6	0.105	38	2.913E+01	-6	4.678E-01	1.099E-01	1.602E-01	3.196E-01
AF-Q99720-F1-model_v6	AF-P0DOX5-F1-model_v6	0.130	107	2.913E+01	-6	1.907E-01	1.001E-01	6.275E-02	1.662E-01
